Date,Cash & Equivalent,Euro Core 1-5,Euro Core 5-10,Euro Core 10+,Euro Semi-Core 1-5,Euro Semi-Core 5-10,Euro Semi-Core 10+,Euro Peripheral 1-5,Euro Peripheral 5-10,Euro Peripheral 10+,Euro IL,Supranational-Regional-Municipal-Local Authorities Agencies,UK Govt,US 1-5,US 5-10,US 10-20,EM EUR,Euro IG Corp,Euro IG 1-3,Euro IG 3-5,Euro HY Corp,UK IG Corp,US IG Corp,US IG 1-3,US IG 3-5,US HY Corp,HC EM Credit,ABS & MBS,Europe,North America,Pacific,Emerging
2014-09-10,168.915,198.785,271.095,359.29,300.009,1106.257,479.464,322.623,1801.738,672.087,233.879,260.318,698.079,513.085,663.668,925.851,225.957,256.654,193.262,244.347,232.999,249.707,838.945,200.128,660.85,1072.0,282.861,171.749,140.247,161.548,108.492,222.802
2014-09-11,168.911,199.013,271.656,359.466,300.172,1106.301,478.41,322.804,1798.527,667.323,232.58,260.691,700.555,513.409,665.771,936.137,225.997,257.067,193.408,244.737,232.666,250.034,840.438,200.126,661.172,1067.964,283.06,171.874,139.119,159.903,108.862,220.693
2014-09-12,168.91,198.992,271.351,358.46,300.161,1104.293,477.387,322.654,1795.403,664.522,231.944,260.522,702.652,513.489,666.853,941.24,226.059,257.067,193.434,244.72,232.731,250.483,841.726,200.046,661.362,1066.995,283.168,171.863,137.515,158.039,107.949,219.937
2014-09-15,168.908,199.117,272.313,361.946,300.381,1106.286,479.668,323.202,1804.806,668.491,233.114,261.138,705.344,514.565,671.042,952.701,226.208,257.62,193.484,244.975,233.239,251.392,846.36,200.275,664.04,1066.706,283.866,171.826,138.168,156.593,107.566,220.155
2014-09-16,168.909,199.162,272.243,360.67,300.491,1104.193,476.788,322.574,1797.901,663.607,232.44,261.038,702.904,514.493,669.493,943.339,225.551,257.242,193.411,244.804,232.604,250.223,843.312,200.23,663.633,1064.356,284.037,171.676,138.613,156.442,107.289,220.83
2014-09-17,168.905,199.19,272.449,361.151,300.747,1106.87,477.506,322.751,1800.415,664.228,232.525,261.297,704.041,514.053,668.409,938.719,226.64,257.475,193.447,244.928,233.19,250.897,844.508,200.256,663.617,1066.979,284.892,171.605,139.39,155.819,107.434,222.173
2014-09-18,168.903,199.325,273.088,362.711,300.292,1103.561,475.514,321.839,1789.792,657.653,231.585,261.736,709.9,514.056,668.645,939.595,226.933,257.967,193.596,245.28,233.794,252.372,846.158,200.376,664.208,1069.68,285.533,171.712,139.581,156.714,108.82,224.701
2014-09-19,168.898,199.175,272.408,360.834,300.7,1105.363,474.645,322.091,1790.179,654.196,230.752,261.419,705.908,514.172,668.174,937.078,226.181,257.371,193.522,244.974,232.889,251.054,843.385,200.328,663.647,1063.211,284.207,171.751,138.358,155.591,108.007,220.394
2014-09-22,168.894,199.089,271.728,358.035,300.137,1102.816,472.664,321.575,1786.634,652.88,230.402,260.693,702.982,514.078,667.668,934.211,226.022,256.989,193.472,244.773,232.719,250.398,842.389,200.29,663.539,1063.43,283.764,171.578,139.638,156.834,107.709,221.447
2014-09-23,168.892,199.232,272.495,360.429,300.205,1101.911,472.289,321.467,1787.391,655.211,231.072,261.381,707.536,514.16,668.655,936.886,226.464,257.841,193.634,245.363,233.606,251.711,845.802,200.485,664.645,1068.821,284.977,171.879,141.929,158.362,108.387,222.941
2014-09-24,168.89,199.46,273.388,362.834,300.348,1102.583,473.171,321.26,1784.266,652.666,230.862,261.974,713.765,514.929,672.319,951.125,226.4,258.308,193.739,245.679,233.279,252.777,850.548,200.667,666.104,1068.176,285.492,172.463,141.956,158.441,109.335,225.554
2014-09-25,168.889,199.483,273.39,361.738,300.424,1102.857,472.33,320.778,1783.877,652.549,230.579,261.947,715.554,514.559,670.922,949.278,226.681,258.542,193.812,245.883,233.85,253.385,851.01,200.684,665.509,1070.608,285.764,172.456,141.4,157.716,108.761,224.734
2014-09-26,168.89,199.555,273.311,360.462,300.762,1103.975,470.467,321.283,1786.52,652.8,230.451,261.843,717.076,513.942,668.653,938.172,227.59,258.971,193.962,246.267,234.401,254.513,850.362,200.657,665.235,1075.748,286.354,172.399,142.4,158.954,110.578,227.278
2014-09-29,168.889,199.39,272.429,357.578,300.478,1098.684,465.397,320.208,1773.113,645.808,228.891,261.525,714.689,514.136,669.685,943.681,227.765,258.577,193.938,246.069,234.474,254.092,853.411,200.813,666.584,1076.026,286.232,172.389,142.872,162.378,111.607,227.652
2014-09-30,168.887,199.405,272.754,359.374,300.359,1098.991,465.756,320.314,1775.176,647.233,229.26,261.929,710.924,514.623,671.619,946.708,227.372,258.717,193.935,246.063,234.605,253.18,855.333,200.888,667.646,1076.382,286.163,172.492,141.636,157.628,110.566,226.029
2014-10-01,168.885,199.411,272.531,357.057,300.137,1096.689,463.275,319.901,1771.312,645.688,228.59,261.543,705.694,514.724,671.542,943.542,227.554,258.753,193.949,246.18,234.814,252.11,854.065,200.882,667.883,1078.125,285.963,172.537,142.591,158.236,110.395,226.856
2014-10-02,168.888,199.5,272.899,358.006,299.966,1096.226,464.239,318.744,1760.851,640.876,227.93,261.922,703.993,514.751,671.289,939.543,227.904,259.129,194.053,246.435,234.914,252.4,854.239,201.028,668.158,1079.156,286.614,172.718,141.217,158.132,109.137,228.878
2014-10-03,168.886,199.405,272.407,355.793,300.399,1100.746,466.991,319.388,1768.567,643.965,227.765,261.563,701.421,514.283,669.896,934.748,228.208,258.992,194.023,246.301,235.173,252.25,852.074,200.974,667.43,1076.188,286.312,172.54,142.739,157.673,108.087,228.411
2014-10-06,168.885,199.411,272.337,355.695,300.661,1102.942,470.01,319.796,1772.333,648.531,228.07,261.629,700.035,514.71,671.101,939.045,227.937,258.792,193.985,246.161,234.82,251.971,854.389,201.253,668.582,1074.149,286.726,173.044,142.743,158.06,106.727,228.961
2014-10-07,168.884,199.437,272.091,354.746,299.901,1095.441,464.385,318.966,1756.368,638.19,227.251,261.476,695.295,514.278,669.241,930.904,228.055,258.633,194.024,246.191,234.596,250.766,850.435,201.056,667.283,1070.736,285.646,172.936,139.953,157.873,107.151,227.229
2014-10-08,168.884,199.43,272.321,354.87,299.819,1095.702,464.221,318.923,1757.934,639.899,227.639,261.709,693.101,514.409,669.383,927.188,228.769,258.871,194.014,246.292,235.068,250.948,851.501,201.264,668.351,1076.023,286.652,173.179,141.354,157.984,106.425,228.499
2014-10-09,168.881,199.479,272.818,356.273,300.088,1099.173,466.533,319.332,1765.626,644.779,227.94,261.974,695.552,514.075,668.73,931.258,228.567,258.993,194.008,246.338,234.551,251.244,851.122,201.204,667.831,1071.127,286.476,173.103,139.707,154.792,108.024,226.578
2014-10-10,168.878,199.484,273.329,358.915,300.322,1100.607,468.043,318.466,1758.586,641.718,228.899,262.536,695.988,514.335,669.386,932.982,228.46,259.248,194.001,246.456,234.73,251.702,852.616,201.398,668.675,1070.016,286.209,173.268,137.787,152.317,109.077,225.869
2014-10-13,168.877,199.648,273.698,359.222,300.715,1103.492,469.351,319.117,1765.171,644.008,229.062,262.424,696.363,514.659,670.114,936.293,228.276,259.317,194.013,246.526,235.015,251.515,852.87,201.384,668.244,1069.722,286.462,173.101,137.958,152.167,109.2,226.012
2014-10-14,168.878,199.376,272.378,355.847,300.615,1100.73,466.074,318.638,1756.159,638.075,227.814,261.466,692.334,513.963,666.547,926.354,228.57,258.689,193.962,246.147,235.531,250.729,849.689,201.296,666.405,1072.166,286.392,172.838,138.076,152.129,109.267,225.245
2014-10-15,168.875,199.269,271.346,352.666,300.451,1097.912,464.585,318.251,1748.445,634.234,227.253,260.848,690.417,513.225,663.92,919.72,228.465,258.313,193.974,245.989,235.582,250.641,847.271,201.1,664.767,1074.021,286.251,172.647,137.349,151.902,108.577,225.289
2014-10-16,168.875,199.179,271.289,353.515,299.972,1091.879,459.863,318.554,1753.57,638.654,227.321,260.865,690.978,513.005,663.692,917.903,228.401,258.457,193.964,245.992,235.404,250.955,846.198,201.068,665.233,1072.874,285.775,172.488,136.216,151.182,107.932,224.344
2014-10-17,168.878,199.353,272.026,355.937,299.474,1090.519,459.729,318.594,1755.212,641.063,227.505,261.19,694.643,513.469,665.021,914.119,228.125,258.556,194.003,246.141,235.165,251.657,845.785,201.089,666.249,1071.087,285.987,172.776,137.043,155.205,109.038,227.132
2014-10-20,168.883,199.384,272.003,356.015,299.826,1095.651,463.905,319.429,1764.801,647.031,228.616,261.163,693.09,513.372,664.569,913.637,227.98,258.616,194.059,246.237,235.936,251.696,846.868,201.141,666.389,1076.649,286.349,173.077,139.457,157.388,109.457,228.539
2014-10-21,168.881,199.388,272.077,357.108,299.645,1096.662,466.992,319.293,1763.111,648.88,228.709,261.247,694.357,513.754,665.177,909.783,227.955,258.776,194.122,246.326,235.872,252.015,845.695,201.201,666.751,1076.427,286.504,173.263,139.323,158.185,108.564,229.032
2014-10-22,168.884,199.302,271.799,357.404,299.41,1094.75,465.793,318.79,1757.528,645.969,228.428,261.073,690.788,513.828,664.991,912.6,227.732,258.723,194.109,246.267,235.932,250.643,844.777,201.223,666.147,1075.028,285.894,173.156,138.371,157.274,107.902,226.175
2014-10-23,168.883,199.114,270.924,354.464,299.375,1091.314,460.99,318.225,1747.674,639.289,227.211,260.351,687.591,513.986,665.767,915.106,226.654,257.779,193.92,245.645,235.161,249.801,844.214,201.185,666.202,1071.554,285.165,173.253,136.839,155.951,107.853,224.26
2014-10-24,168.882,199.252,271.484,354.996,299.011,1089.258,458.975,318.377,1746.672,636.589,228.129,260.265,688.236,514.67,668.665,927.217,226.189,258.091,194.006,245.972,235.574,250.111,850.37,201.549,668.403,1077.108,285.75,173.589,136.905,156.203,107.651,223.439
2014-10-27,168.882,199.355,271.783,355.092,298.978,1090.297,459.686,318.074,1743.115,633.241,228.43,260.364,687.721,515.169,671.002,937.926,226.383,258.724,194.169,246.446,236.634,250.747,853.937,201.718,669.386,1079.468,286.453,173.691,137.277,158.411,108.044,224.877
2014-10-28,168.88,199.244,271.201,352.97,299.228,1090.494,458.631,317.569,1736.897,629.368,228.284,259.936,685.207,515.323,671.649,938.965,227.234,258.87,194.199,246.585,237.398,250.537,856.722,201.893,670.8,1081.839,287.573,173.77,137.124,156.343,108.298,225.091
2014-10-29,168.879,199.227,270.888,352.391,298.837,1086.554,456.49,316.409,1723.085,623.397,227.723,259.858,683.711,515.525,672.828,943.233,227.354,258.759,194.214,246.512,237.492,249.816,858.078,201.965,671.257,1083.069,287.699,173.648,136.416,155.542,108.47,226.774
2014-10-30,168.883,199.287,271.28,353.853,298.861,1087.213,456.265,315.698,1716.3,620.978,227.659,260.417,686.705,516.193,675.532,950.19,227.87,259.31,194.321,246.839,238.079,251.082,864.251,202.347,674.166,1090.267,288.782,174.205,136.719,153.394,108.656,226.353
2014-10-31,168.885,199.081,270.837,352.127,298.28,1082.452,452.575,315.687,1714.104,617.682,226.781,260.25,691.181,516.732,677.899,956.25,228.724,259.182,194.238,246.64,237.826,252.726,864.692,202.359,674.704,1090.178,289.202,174.413,133.997,148.335,108.201,222.691
2014-11-03,168.882,199.091,271.085,352.892,298.579,1084.809,452.348,315.758,1715.787,618.297,227.163,260.384,692.446,516.652,677.177,955.854,228.895,259.254,194.234,246.629,237.724,253.323,865.674,202.446,674.634,1088.466,289.44,174.493,133.607,150.117,108.907,220.067
2014-11-04,168.882,199.182,271.711,354.479,299.38,1090.16,453.336,316.266,1721.373,617.844,227.924,260.714,696.514,516.575,676.756,953.35,229.256,259.728,194.27,246.921,238.54,253.863,865.561,202.363,674.372,1094.095,290.342,174.446,135.713,151.263,109.792,219.975
2014-11-05,168.88,199.318,272.241,356.036,299.714,1091.441,452.873,316.049,1719.389,616.703,227.946,260.764,699.781,517.252,680.692,967.469,228.932,259.753,194.308,247.007,238.368,254.378,869.098,202.458,675.803,1091.822,289.944,174.82,132.853,149.128,109.279,215.446
2014-11-06,168.88,199.5,273.487,360.897,299.183,1090.171,454.685,316.35,1725.872,623.986,229.0,261.643,704.879,518.075,684.445,978.776,228.906,260.54,194.435,247.479,238.731,256.039,874.165,202.57,677.292,1093.138,290.362,175.245,131.415,146.674,109.607,213.16
2014-11-07,168.878,199.581,273.598,360.625,299.469,1090.341,453.666,316.356,1724.872,624.115,228.318,261.697,704.42,517.572,683.416,978.575,228.599,260.502,194.471,247.529,238.532,256.092,873.102,202.477,676.523,1094.825,290.569,175.201,130.749,147.668,108.35,214.068
2014-11-10,168.878,199.653,273.911,360.952,299.825,1090.801,453.199,316.664,1728.533,625.736,227.939,261.818,700.988,516.891,681.169,973.411,228.842,261.054,194.582,247.973,238.69,255.304,871.654,202.331,675.449,1095.323,290.727,175.194,131.587,149.277,108.984,216.552
2014-11-11,168.877,199.721,274.167,360.935,299.543,1092.363,455.433,316.856,1732.745,627.616,228.084,261.99,704.984,517.162,681.84,972.44,229.544,261.399,194.613,248.181,239.042,256.481,872.271,202.452,676.015,1097.979,290.751,175.202,132.908,149.071,110.21,216.277
2014-11-12,168.875,199.873,274.508,362.162,298.32,1085.546,452.735,315.898,1726.188,625.358,227.385,262.319,708.943,517.375,682.243,971.326,229.24,261.778,194.752,248.559,238.425,257.478,870.723,202.509,676.249,1095.425,290.218,175.242,132.34,149.733,109.031,215.143
2014-11-13,168.872,199.864,274.645,363.159,298.56,1085.242,452.27,315.811,1724.652,626.151,226.919,262.426,707.472,518.108,684.692,982.028,228.62,261.26,194.607,248.143,237.068,256.644,871.777,202.527,676.907,1087.012,288.876,175.413,130.327,146.747,107.904,209.236
2014-11-14,168.871,199.756,274.14,362.001,298.176,1081.436,451.278,315.445,1718.891,623.821,227.174,262.165,706.624,517.879,683.493,978.677,228.649,261.027,194.542,247.932,237.527,256.303,872.133,202.564,677.015,1090.339,289.416,175.286,130.452,145.106,107.505,209.205
2014-11-17,168.865,199.89,275.001,364.494,298.577,1083.353,453.292,316.175,1726.551,629.064,228.019,262.919,713.388,518.503,686.793,991.771,228.221,261.395,194.584,248.123,237.586,257.901,877.078,202.789,678.733,1088.866,290.036,175.698,129.263,146.284,107.633,208.391
2014-11-18,168.863,199.911,275.096,363.71,299.499,1089.193,455.879,316.59,1731.527,627.599,228.121,262.984,709.946,518.68,687.12,986.154,228.561,261.192,194.524,248.038,237.844,257.092,877.937,202.935,679.888,1088.587,290.146,175.884,129.59,148.569,108.609,208.504
2014-11-19,168.863,199.732,274.578,362.405,298.763,1083.41,451.355,314.903,1715.12,621.595,226.623,262.411,702.855,518.835,687.542,986.811,228.019,260.804,194.453,247.728,237.303,255.563,877.792,202.978,680.243,1082.91,289.426,175.94,128.114,146.831,107.688,207.603
2014-11-20,168.856,199.845,274.944,363.553,299.077,1087.61,456.761,314.782,1718.8,625.646,227.369,262.942,703.052,519.596,690.068,995.317,228.284,261.133,194.521,248.039,237.351,255.513,880.429,203.093,681.6,1082.32,290.127,175.978,129.008,146.718,108.192,208.923
2014-11-21,168.856,199.81,274.69,362.863,299.952,1092.478,458.598,314.497,1717.495,624.051,227.107,262.869,700.502,518.986,687.617,990.534,228.106,260.968,194.488,247.898,237.244,254.816,878.166,202.937,680.002,1085.616,290.21,175.77,128.337,147.534,108.662,212.801
2014-11-24,168.855,200.014,275.558,365.735,300.428,1095.448,459.623,314.311,1717.189,624.111,227.263,263.542,704.62,519.313,688.959,996.38,228.338,261.497,194.602,248.285,237.237,255.931,881.708,203.168,681.437,1086.82,291.025,175.927,129.427,147.199,109.004,212.826
2014-11-25,168.851,199.754,274.495,362.632,300.492,1094.907,460.994,314.853,1717.025,622.61,227.251,263.197,701.332,518.791,685.861,980.282,228.091,261.221,194.535,248.024,237.901,255.538,878.516,203.219,680.966,1091.592,291.233,176.042,130.204,150.75,109.268,214.158
2014-11-26,168.848,199.724,274.264,361.67,300.492,1096.454,461.273,315.254,1716.753,618.71,226.783,262.959,700.862,518.447,683.821,973.387,227.139,261.084,194.512,247.965,237.489,255.632,874.77,203.162,680.006,1087.505,290.071,175.827,130.42,149.923,108.938,212.965
2014-11-27,168.845,199.613,273.428,358.706,301.544,1103.132,465.477,315.654,1723.678,622.644,227.322,262.743,695.574,517.729,681.244,963.132,226.328,260.686,194.511,247.8,237.424,253.982,871.5,203.004,678.58,1086.108,289.891,175.998,129.462,151.151,107.522,210.65
2014-11-28,168.842,199.459,273.08,358.334,301.58,1103.14,465.754,315.497,1719.514,619.957,227.066,262.568,689.928,517.538,679.957,955.513,225.744,260.537,194.441,247.673,237.549,252.991,870.694,203.165,678.629,1088.133,290.169,176.135,129.087,153.345,109.117,211.658
2014-12-01,168.842,199.388,272.418,354.84,301.585,1102.797,464.561,315.669,1719.172,619.679,226.746,261.835,685.805,517.078,677.616,946.008,225.52,259.928,194.417,247.432,236.974,251.869,866.415,202.992,677.055,1086.964,289.463,175.782,127.951,152.778,107.494,209.714
2014-12-02,168.839,199.589,273.594,357.695,302.021,1109.209,471.611,315.648,1726.309,626.347,228.568,262.68,694.613,517.782,680.93,958.378,225.931,260.718,194.536,247.972,237.468,254.482,870.745,203.096,678.545,1091.483,290.553,176.143,128.6,155.869,107.799,208.419
2014-12-03,168.842,199.515,273.334,356.384,302.358,1112.551,474.361,315.584,1728.109,626.892,228.442,262.382,693.316,517.171,678.308,949.625,226.374,260.568,194.53,247.928,237.693,254.416,867.987,202.935,677.468,1092.583,290.601,176.017,132.11,158.86,108.267,213.027
2014-12-04,168.837,199.527,273.12,354.986,302.472,1111.666,474.317,315.85,1730.346,627.201,228.052,262.304,692.233,517.602,680.965,959.903,226.273,260.566,194.556,247.946,237.904,254.363,871.231,202.969,678.321,1093.548,290.453,176.417,131.411,158.001,107.243,211.749
2014-12-05,168.834,199.63,273.405,355.071,302.886,1115.389,476.542,315.935,1732.464,627.528,228.566,262.521,696.843,517.976,682.079,960.473,226.427,260.999,194.661,248.305,238.251,255.808,872.679,203.077,679.011,1092.613,290.675,176.503,130.641,157.544,106.516,210.305
2014-12-08,168.836,199.811,274.053,355.632,303.418,1119.082,478.751,316.653,1737.756,630.377,228.627,262.904,698.686,517.843,681.298,959.792,227.012,261.384,194.757,248.649,238.205,256.549,871.595,203.09,678.857,1091.128,290.564,176.651,129.468,156.843,105.646,210.44
2014-12-09,168.839,199.793,273.884,354.148,303.348,1118.098,476.165,316.525,1737.193,626.869,228.57,262.675,697.216,518.171,681.381,954.6,226.776,261.433,194.738,248.627,238.604,256.019,870.887,203.258,679.569,1091.955,290.913,176.527,128.476,156.752,107.209,211.806
2014-12-10,168.841,199.871,274.609,357.002,303.777,1124.663,482.918,316.933,1747.015,634.405,230.221,263.367,701.827,518.365,683.133,961.352,227.098,261.876,194.755,248.75,239.007,256.996,876.418,203.537,681.304,1095.144,291.668,176.87,128.126,156.793,107.12,212.216
2014-12-11,168.838,199.685,274.117,357.01,303.905,1126.172,484.346,317.575,1753.781,636.732,229.89,263.357,698.534,518.192,683.732,966.585,227.641,261.581,194.676,248.441,239.112,256.569,876.754,203.394,680.672,1092.225,291.567,176.809,127.559,153.714,105.927,210.871
2014-12-12,168.836,199.485,273.201,356.322,304.029,1128.458,487.995,318.122,1761.734,642.867,230.019,262.924,694.783,517.475,680.917,960.893,227.933,261.217,194.608,248.143,239.548,256.156,875.244,203.26,679.119,1094.565,291.57,176.716,129.755,155.951,106.306,211.744
2014-12-15,168.835,199.344,272.371,355.076,304.763,1131.445,489.95,318.393,1763.278,643.338,229.87,262.796,693.82,517.504,680.428,960.287,227.754,260.802,194.543,247.816,238.957,255.688,873.482,203.16,678.073,1089.762,290.925,176.771,128.986,155.546,106.847,210.335
2014-12-16,168.831,199.294,272.211,355.768,305.309,1135.15,492.796,318.655,1763.711,644.254,229.889,263.057,697.119,517.983,682.116,964.608,227.687,260.907,194.547,247.793,238.806,256.165,874.284,203.153,678.529,1087.736,290.629,176.933,128.031,152.974,106.692,210.558
2014-12-17,168.83,199.355,272.552,356.51,305.627,1136.505,491.868,318.168,1756.509,639.752,229.772,263.211,695.904,518.566,684.051,967.086,227.977,261.252,194.592,247.925,238.961,256.305,875.889,203.281,679.719,1088.997,291.219,177.072,129.123,153.005,107.771,212.362
2014-12-18,168.832,199.403,272.646,356.672,305.494,1134.299,488.82,318.337,1753.269,635.552,229.569,263.05,698.987,519.098,685.858,969.232,227.514,260.705,194.536,247.661,236.92,256.304,874.723,203.275,679.559,1081.399,290.774,177.308,125.665,150.715,105.113,207.31
2014-12-19,168.829,199.439,272.815,356.999,305.772,1138.713,491.991,318.416,1753.858,634.316,229.901,262.949,701.461,520.182,689.661,980.94,227.799,260.603,194.527,247.595,237.132,257.069,879.524,203.624,681.816,1082.165,291.4,177.83,125.225,147.182,103.798,204.7
2014-12-22,168.826,199.54,273.171,358.241,305.106,1129.286,484.654,317.668,1738.52,624.604,228.944,263.185,700.967,520.219,690.384,986.685,226.644,260.476,194.592,247.594,235.809,256.128,878.712,203.532,680.832,1077.81,290.471,177.794,122.261,147.614,103.343,203.571
2014-12-23,168.823,199.537,273.188,357.559,304.579,1125.144,481.253,316.953,1729.348,619.751,228.73,263.158,701.838,520.667,691.323,986.236,227.289,260.678,194.639,247.713,236.236,256.887,881.373,203.776,682.071,1082.883,290.931,178.18,122.855,147.137,105.358,206.787
2014-12-24,168.825,199.553,273.098,356.059,304.818,1124.478,478.362,317.597,1734.738,620.272,229.097,262.897,702.248,520.703,690.327,983.552,227.627,260.687,194.656,247.75,236.915,256.716,879.789,203.793,681.606,1081.077,290.693,178.044,123.181,147.827,105.647,207.756
2014-12-25,168.823,199.395,272.755,356.228,305.056,1125.61,479.931,317.977,1736.532,621.201,228.926,262.865,700.037,520.961,691.051,982.635,227.626,260.125,194.484,247.265,236.073,255.631,877.615,203.796,681.683,1075.553,290.582,178.051,122.656,146.61,105.068,207.899
2014-12-26,168.827,199.324,272.625,355.958,304.419,1121.053,477.415,317.865,1739.03,622.705,228.409,262.717,699.588,520.917,691.083,982.135,227.833,259.908,194.454,247.129,236.078,255.214,878.263,203.819,682.146,1076.81,290.083,178.064,123.352,147.367,105.435,208.684
2014-12-29,168.824,199.297,272.785,356.057,304.086,1120.492,479.048,317.838,1743.709,626.16,228.508,262.614,703.049,520.285,688.444,978.12,227.648,259.932,194.448,247.16,236.364,256.203,877.366,203.741,680.99,1078.326,289.907,177.859,124.221,147.599,105.491,209.991
2014-12-30,168.824,199.622,274.111,358.453,304.385,1122.719,481.174,318.666,1751.021,628.576,229.052,263.136,709.418,520.888,690.043,982.164,228.096,260.61,194.621,247.736,237.178,258.136,880.368,203.91,682.009,1082.785,290.856,178.16,123.404,148.621,105.664,211.212
2014-12-31,168.821,199.838,275.161,362.143,303.917,1121.495,482.259,318.963,1755.482,631.827,230.097,263.885,714.354,521.389,691.601,985.401,228.837,261.546,194.812,248.36,238.456,259.702,884.504,204.1,683.278,1088.678,292.02,178.326,123.197,148.775,107.127,214.07
2015-01-01,168.821,199.799,275.478,365.988,303.169,1115.697,480.437,318.8,1756.764,635.05,230.501,264.13,719.98,521.906,694.415,1000.399,228.871,261.517,194.796,248.274,237.699,260.61,886.836,204.146,683.798,1082.339,291.427,178.582,120.75,147.561,106.653,211.087
2015-01-02,168.816,199.758,275.333,365.547,303.274,1120.435,485.204,319.203,1766.756,642.043,231.072,264.124,717.937,521.572,693.845,1000.595,228.886,261.24,194.755,248.115,237.651,259.903,884.973,203.944,682.479,1083.26,291.191,178.322,120.733,147.799,105.84,210.504
2015-01-05,168.812,199.82,275.37,364.806,304.088,1126.024,488.678,320.183,1777.238,646.964,232.279,263.992,717.152,521.549,692.783,994.166,228.297,261.177,194.828,248.149,236.982,260.088,881.527,203.921,682.17,1078.605,290.297,178.329,120.007,146.37,105.862,208.343
2015-01-06,168.805,199.801,275.52,365.891,305.116,1132.396,492.231,321.317,1786.537,651.046,232.664,264.056,716.385,521.837,692.789,992.572,227.506,261.083,194.764,248.028,236.366,259.338,878.078,203.84,681.789,1072.861,289.07,178.2,118.949,146.189,106.415,208.453
2015-01-07,168.803,199.675,275.426,366.894,305.491,1136.507,496.632,322.273,1797.17,659.211,234.464,264.11,714.027,521.655,691.794,993.682,227.285,261.039,194.686,247.832,236.924,258.764,880.434,204.012,682.132,1077.305,289.706,178.548,120.884,145.918,107.303,209.595
2015-01-08,168.803,199.818,276.004,370.352,305.835,1141.566,503.749,322.287,1804.478,667.303,235.356,264.794,716.028,522.119,693.229,997.022,227.832,261.559,194.79,248.08,237.771,259.548,883.535,204.251,683.327,1079.43,290.389,179.139,121.161,146.753,107.335,208.126
2015-01-09,168.803,199.793,276.184,371.134,306.463,1149.387,508.591,322.734,1811.806,673.797,236.709,264.92,717.589,522.049,692.479,993.651,227.971,261.71,194.747,248.144,238.615,259.526,882.639,204.193,683.013,1083.496,290.492,179.009,122.175,145.985,107.706,209.95
2015-01-12,168.801,199.394,274.738,366.274,306.456,1146.641,503.734,322.594,1806.505,668.669,235.275,264.018,710.94,521.179,688.567,977.253,228.012,261.122,194.57,247.738,238.541,258.449,877.086,203.949,681.041,1082.697,290.226,178.617,123.076,145.87,108.932,211.153
2015-01-13,168.799,199.334,274.311,364.931,306.801,1151.783,507.735,323.718,1819.016,673.288,236.275,263.722,705.344,520.43,685.551,969.139,228.079,260.865,194.518,247.529,238.291,256.703,873.919,203.688,679.059,1082.874,290.286,178.184,124.675,147.015,108.845,211.232
2015-01-14,168.797,199.524,275.555,369.059,306.576,1148.577,507.058,323.911,1819.88,675.511,236.617,264.416,716.162,521.592,689.563,984.638,227.619,261.438,194.595,247.91,238.527,259.36,880.259,204.036,681.558,1086.086,291.074,178.567,123.147,146.866,107.347,209.502
2015-01-15,168.79,199.815,276.841,371.901,306.725,1151.747,509.257,323.992,1821.461,675.19,237.677,265.086,722.841,522.428,693.106,995.576,227.631,261.841,194.728,248.248,238.427,260.79,883.193,204.275,683.283,1084.33,291.664,179.107,121.521,145.157,106.763,207.33
2015-01-16,168.79,199.891,277.59,375.487,307.221,1156.065,513.705,325.177,1833.843,681.176,238.549,265.707,724.778,522.413,692.575,989.804,228.042,262.291,194.756,248.445,238.313,261.786,881.808,204.24,683.033,1085.081,292.08,179.29,122.951,147.23,106.141,207.572
2015-01-19,168.789,199.747,277.825,378.112,306.736,1153.894,513.384,324.876,1832.8,682.097,238.632,265.811,726.956,522.354,692.949,996.828,227.823,261.874,194.586,247.964,237.152,261.583,881.242,204.08,682.248,1077.456,291.377,179.173,122.063,145.027,105.424,205.49
2015-01-20,168.79,199.696,277.672,378.045,306.827,1153.604,512.441,324.713,1830.006,679.694,238.121,265.808,725.562,522.0,692.505,996.975,227.885,262.048,194.606,248.034,237.646,261.981,881.994,204.015,681.651,1079.09,291.927,179.206,121.221,145.097,105.954,207.454
2015-01-21,168.79,199.705,277.857,379.46,307.628,1161.386,519.151,325.832,1844.427,687.608,239.103,266.2,723.948,522.488,693.432,998.254,228.262,262.494,194.666,248.3,238.429,262.081,882.657,204.081,681.966,1080.134,292.559,179.339,122.238,144.085,104.638,203.558
2015-01-22,168.784,199.889,278.491,381.185,307.022,1161.105,521.855,325.557,1849.804,692.542,239.738,266.611,726.976,522.438,694.117,1002.253,228.634,262.706,194.719,248.393,238.137,262.771,883.598,204.045,682.279,1081.189,292.985,179.572,122.336,144.774,106.096,205.715
2015-01-23,168.783,199.926,278.771,381.713,306.545,1156.08,517.472,324.347,1837.202,687.223,238.912,266.643,729.027,522.864,694.979,1002.556,228.296,262.466,194.654,248.246,237.203,262.315,882.71,204.1,682.368,1081.547,293.042,179.8,120.72,146.692,103.726,201.741
2015-01-26,168.782,200.024,279.399,383.631,306.016,1154.321,517.551,323.64,1829.824,684.766,238.984,267.01,736.959,522.895,696.757,1018.551,228.242,263.038,194.741,248.652,237.372,264.658,887.071,204.053,682.553,1083.075,293.361,179.796,119.062,145.676,105.016,201.621
